transaction_id,transaction_date,transaction_time,sales_outlet_id,staff_id,customer_id,instore_yn,order,line_item_id,product_id,quantity,line_item_amount,unit_price,promo_item_yn
2916,2019-04-02,8:18:05,8,15,8403,N,1,1,38,2,7.5,3.75,N
2917,2019-04-02,18:45:02,8,42,8200,Y,1,1,54,2,5,2.5,N
2918,2019-04-02,11:21:17,8,45,8041,N,1,1,61,1,4.75,4.75,N
2919,2019-04-02,9:48:46,8,42,8050,N,1,1,32,2,6,3,N
2920,2019-04-02,9:00:14,8,15,8226,N,1,1,39,1,4.25,4.25,N
2921,2019-04-02,17:37:40,8,45,8473,N,1,1,42,2,5,2.5,N
2922,2019-04-02,16:37:32,8,45,8210,N,1,1,31,2,4.4,2.2,N
2923,2019-04-02,15:06:58,8,15,8384,Y,1,1,54,1,2.5,2.5,N
2924,2019-04-02,9:11:10,8,45,8102,N,1,1,59,1,4.5,4.5,N
2925,2019-04-02,9:11:10,8,45,8102,N,1,5,79,1,3.75,3.75,N
2926,2019-04-02,18:19:05,8,45,8383,N,1,1,28,1,2,2,N
2927,2019-04-02,18:41:51,8,45,8164,N,1,1,26,1,3,3,N
2928,2019-04-02,14:42:38,8,42,8216,Y,1,1,56,1,2.55,2.55,N
2929,2019-04-02,10:00:10,8,15,8469,N,1,1,37,1,3,3,N
2930,2019-04-02,18:23:01,8,42,8165,N,1,1,50,2,5,2.5,N
2931,2019-04-02,17:50:55,8,15,8493,Y,1,1,52,1,2.5,2.5,N
2932,2019-04-02,18:23:27,8,42,8019,N,1,1,40,1,3.75,3.75,N
2933,2019-04-02,14:19:50,8,45,8452,Y,1,1,39,1,4.25,4.25,N
2934,2019-04-02,11:43:21,8,45,8210,Y,1,1,59,2,9,4.5,N
2935,2019-04-02,11:30:48,8,45,8432,N,1,1,54,1,2.5,2.5,N
2936,2019-04-02,10:37:38,8,15,8359,Y,1,1,51,2,6,3,N
2937,2019-04-02,13:53:04,8,42,8409,Y,1,1,26,1,3,3,N
2938,2019-04-02,13:53:04,8,42,8409,Y,1,5,79,1,3.75,3.75,N
2939,2019-04-02,19:06:21,8,15,8217,N,1,1,43,2,6,3,N
2940,2019-04-02,13:42:19,8,15,8477,N,1,1,25,1,2.2,2.2,N
2941,2019-04-02,15:16:47,8,42,8218,Y,1,1,87,1,3,3,N
2942,2019-04-02,15:35:22,8,42,8111,Y,1,1,53,1,3,3,N
2943,2019-04-02,15:35:22,8,42,8111,Y,1,5,69,1,3.25,3.25,N
2944,2019-04-02,10:05:16,8,42,8469,Y,1,1,42,2,5,2.5,N
2945,2019-04-02,10:08:23,8,42,8497,Y,1,1,43,1,3,3,N
2946,2019-04-02,17:55:15,8,42,8297,Y,1,1,30,1,3,3,N
2947,2019-04-02,10:48:04,8,15,8248,N,1,1,57,2,6.2,3.1,N
2948,2019-04-02,10:03:39,8,45,8240,Y,1,1,30,1,3,3,N
2949,2019-04-02,10:03:39,8,45,8240,Y,1,5,76,1,3.5,3.5,N
2950,2019-04-02,11:36:08,8,42,8074,Y,1,1,41,2,8.5,4.25,N
2951,2019-04-02,16:24:55,8,42,8339,N,1,1,31,2,4.4,2.2,N
2952,2019-04-02,16:24:55,8,42,8339,N,1,5,79,1,3.75,3.75,N
2953,2019-04-02,14:24:31,8,42,8094,N,1,1,29,2,5,2.5,N
2954,2019-04-02,18:10:51,8,15,8205,N,1,1,32,1,3,3,N
2955,2019-04-02,13:21:23,8,45,8072,Y,1,1,50,2,5,2.5,N
2956,2019-04-02,17:02:06,8,45,8196,Y,1,1,50,1,2.5,2.5,N
2957,2019-04-02,19:57:01,8,42,8413,Y,1,1,56,2,5.1,2.55,N
2958,2019-04-02,8:44:04,8,15,8274,N,1,1,44,1,2.5,2.5,N
2959,2019-04-02,14:50:55,8,45,8003,N,1,1,47,1,3,3,N
2960,2019-04-02,13:39:13,8,45,8469,Y,1,1,31,2,4.4,2.2,N
2961,2019-04-02,15:36:16,8,42,8309,N,1,1,44,2,5,2.5,N
2962,2019-04-02,10:03:05,8,42,8035,Y,1,1,33,2,7,3.5,N
2963,2019-04-02,10:03:05,8,42,8035,Y,1,5,79,1,3.75,3.75,N
2964,2019-04-02,8:35:08,8,42,8270,Y,1,1,53,2,6,3,N
2965,2019-04-02,17:53:19,8,42,8381,Y,1,1,55,2,8,4,N
2966,2019-04-02,8:11:11,8,15,8174,N,1,1,61,2,9.5,4.75,N
2967,2019-04-02,8:11:11,8,15,8174,N,1,5,74,1,3.5,3.5,N
2968,2019-04-02,19:54:25,8,15,8119,Y,1,1,49,1,3,3,N
2969,2019-04-02,15:23:29,8,45,8313,N,1,1,45,2,6,3,N
2970,2019-04-02,17:48:51,8,45,8023,N,1,1,52,1,2.5,2.5,N
2971,2019-04-02,11:37:03,8,45,8279,N,1,1,51,1,3,3,N
2972,2019-04-02,8:30:37,8,42,8418,Y,1,1,54,1,2.5,2.5,N
2973,2019-04-02,15:42:50,8,45,8221,N,1,1,23,1,2.5,2.5,N
2974,2019-04-02,9:52:26,8,15,8107,Y,1,1,30,1,3,3,N
2975,2019-04-02,13:40:36,8,42,8072,N,1,1,47,2,6,3,N
2976,2019-04-02,8:34:30,8,45,8318,N,1,1,48,1,2.5,2.5,N
2977,2019-04-02,13:45:34,8,45,8066,Y,1,1,43,1,3,3,N
2978,2019-04-02,8:41:09,8,45,8055,Y,1,1,56,2,5.1,2.55,N
2979,2019-04-02,11:53:48,8,42,8436,N,1,1,48,2,5,2.5,N
2980,2019-04-02,9:03:18,8,42,8301,Y,1,1,23,2,5,2.5,N
2981,2019-04-02,16:39:02,8,42,8437,N,1,1,39,2,8.5,4.25,N
2982,2019-04-02,12:17:17,8,15,8124,Y,1,1,48,1,2.5,2.5,N
2983,2019-04-02,18:14:50,8,15,8063,Y,1,1,22,1,2,2,N
2984,2019-04-02,11:32:11,8,45,8241,Y,1,1,47,2,6,3,N
2985,2019-04-02,12:42:47,8,42,8332,Y,1,1,60,1,3.75,3.75,N
2986,2019-04-02,15:53:27,8,15,8347,Y,1,1,43,1,3,3,N
2987,2019-04-02,17:21:25,8,42,8265,Y,1,1,34,2,4.9,2.45,N
2988,2019-04-02,14:55:38,8,42,8290,Y,1,1,36,2,7.5,3.75,N
2989,2019-04-02,10:38:55,8,42,8279,N,1,1,51,2,6,3,N
2990,2019-04-02,14:40:09,8,45,8143,N,1,1,87,1,3,3,N
2991,2019-04-02,13:42:07,8,15,8416,N,1,1,36,1,3.75,3.75,N
2992,2019-04-02,18:13:26,8,45,8499,N,1,1,55,1,4,4,N
2993,2019-04-02,10:01:57,8,45,8356,N,1,1,61,1,4.75,4.75,N
2994,2019-04-02,18:08:13,8,15,8231,N,1,1,56,2,5.1,2.55,N
2995,2019-04-02,17:15:27,8,45,8189,N,1,1,53,2,6,3,N
2996,2019-04-02,17:45:46,8,45,8297,Y,1,1,53,2,6,3,N
2997,2019-04-02,13:53:03,8,15,8411,Y,1,1,55,2,8,4,N
2998,2019-04-02,13:53:03,8,15,8411,Y,1,5,69,1,3.25,3.25,N
2999,2019-04-02,11:19:38,8,15,8495,N,1,1,33,1,3.5,3.5,N
3000,2019-04-02,16:43:00,8,45,8177,N,1,1,53,2,6,3,N
3001,2019-04-02,9:17:08,8,42,8074,N,1,1,46,1,2.5,2.5,N
3002,2019-04-02,11:33:56,8,42,8044,N,1,1,23,2,5,2.5,N
3003,2019-04-02,13:42:56,8,42,8494,N,1,1,52,2,5,2.5,N
3004,2019-04-02,15:27:26,8,45,8010,Y,1,1,39,1,4.25,4.25,N
3005,2019-04-02,8:54:55,8,45,8438,Y,1,1,27,1,3.5,3.5,N
3006,2019-04-02,16:45:58,8,42,8060,Y,1,1,32,1,3,3,N
3007,2019-04-02,10:21:50,8,45,8350,Y,1,1,56,1,2.55,2.55,N
3008,2019-04-02,12:53:21,8,15,8451,Y,1,1,32,2,6,3,N
3009,2019-04-02,19:36:58,8,15,8210,N,1,1,33,1,3.5,3.5,N
3010,2019-04-02,19:42:15,8,45,8243,N,1,1,41,2,8.5,4.25,N
3011,2019-04-02,17:43:38,8,15,8296,N,1,1,22,1,2,2,N
3012,2019-04-02,16:56:14,8,42,8172,N,1,1,41,1,4.25,4.25,N
3013,2019-04-02,16:38:00,8,42,8489,N,1,1,28,1,2,2,N
3014,2019-04-02,19:46:02,8,42,8119,N,1,1,49,1,3,3,N
3015,2019-04-02,19:46:02,8,42,8119,N,1,5,69,1,3.25,3.25,N
3016,2019-04-02,11:50:18,8,42,8356,Y,1,1,33,1,3.5,3.5,N
3017,2019-04-02,14:15:49,8,45,8462,Y,1,1,59,1,4.5,4.5,N
3018,2019-04-02,9:28:15,8,15,8372,Y,1,1,29,1,2.5,2.5,N
3019,2019-04-02,17:20:14,8,15,8067,N,1,1,46,1,2.5,2.5,N
3020,2019-04-02,9:54:11,8,45,8072,N,1,1,43,1,3,3,N
3021,2019-04-02,19:27:18,8,42,8292,N,1,1,59,2,9,4.5,N
3022,2019-04-02,12:32:28,8,42,8456,N,1,1,26,1,3,3,N
3023,2019-04-02,8:45:46,8,15,8023,Y,1,1,24,2,6,3,N
3024,2019-04-02,18:55:41,8,45,8483,N,1,1,25,1,2.2,2.2,N
3025,2019-04-02,12:20:51,8,42,8451,N,1,1,28,1,2,2,N
3026,2019-04-02,12:20:51,8,42,8451,N,1,5,77,1,3,3,N
3027,2019-04-02,11:03:16,8,45,8266,N,1,1,37,1,3,3,N
3028,2019-04-02,18:26:40,8,15,8015,N,1,1,32,1,3,3,N
3029,2019-04-02,8:12:20,8,45,8140,Y,1,1,37,2,6,3,N
3030,2019-04-02,9:56:28,8,42,8271,N,1,1,41,2,8.5,4.25,N
3031,2019-04-02,12:57:55,8,15,8218,Y,1,1,30,2,6,3,N
3032,2019-04-02,8:04:55,8,15,8282,Y,1,1,25,1,2.2,2.2,N
3033,2019-04-02,14:58:21,8,42,8403,Y,1,1,87,2,6,3,N
3034,2019-04-02,17:59:35,8,45,8087,Y,1,1,58,2,7,3.5,N
3035,2019-04-02,12:17:46,8,45,8085,N,1,1,52,2,5,2.5,N
3036,2019-04-02,9:13:16,8,45,8355,Y,1,1,39,1,4.25,4.25,N
3037,2019-04-02,19:54:19,8,15,8097,Y,1,1,48,2,5,2.5,N
3038,2019-04-02,11:13:37,8,45,8089,Y,1,1,50,1,2.5,2.5,N
3039,2019-04-02,17:24:22,8,42,8113,Y,1,1,26,2,6,3,N
3040,2019-04-02,15:47:13,8,45,8029,N,1,1,42,2,5,2.5,N
3041,2019-04-02,18:23:12,8,45,8258,N,1,1,53,2,6,3,N
3042,2019-04-02,15:22:19,8,42,8397,N,1,1,28,2,4,2,N
3043,2019-04-02,18:50:47,8,15,8447,Y,1,1,32,2,6,3,N
3044,2019-04-02,13:57:59,8,15,8368,N,1,1,38,2,7.5,3.75,N
3045,2019-04-02,16:31:48,8,15,8088,N,1,1,52,1,2.5,2.5,N
3046,2019-04-02,16:28:26,8,15,8487,N,1,1,36,1,3.75,3.75,N
3047,2019-04-02,13:47:02,8,42,8108,N,1,1,58,1,3.5,3.5,N
3048,2019-04-02,8:03:47,8,15,8076,Y,1,1,32,2,6,3,N
3049,2019-04-02,16:47:49,8,42,8424,N,1,1,50,2,5,2.5,N
3050,2019-04-02,15:59:47,8,42,8073,N,1,1,25,1,2.2,2.2,N
3051,2019-04-02,13:32:29,8,42,8093,N,1,1,35,2,6.2,3.1,N
3052,2019-04-02,10:31:49,8,45,8019,Y,1,1,46,1,2.5,2.5,N
3053,2019-04-02,16:18:13,8,45,8491,N,1,1,24,2,6,3,N
3054,2019-04-02,8:58:00,8,45,8085,N,1,1,53,2,6,3,N
3055,2019-04-02,17:04:44,8,45,8438,N,1,1,22,2,4,2,N
3056,2019-04-02,13:04:41,8,45,8222,N,1,1,55,2,8,4,N
3057,2019-04-02,18:05:46,8,45,8334,Y,1,1,32,1,3,3,N
3058,2019-04-02,18:05:46,8,45,8334,Y,1,5,72,1,3.25,3.25,N
3059,2019-04-02,8:40:03,8,15,8494,N,1,1,28,2,4,2,N
3060,2019-04-02,10:28:41,8,42,8372,Y,1,1,42,1,2.5,2.5,N
3061,2019-04-02,12:49:07,8,45,8254,N,1,1,31,2,4.4,2.2,N
3062,2019-04-02,17:43:03,8,15,8290,Y,1,1,52,1,2.5,2.5,N
3063,2019-04-02,19:27:07,8,42,8279,Y,1,1,22,1,2,2,N
3064,2019-04-02,19:27:07,8,42,8279,Y,1,5,69,1,3.25,3.25,N
3065,2019-04-02,8:09:35,8,15,8488,Y,1,1,40,2,7.5,3.75,N
3066,2019-04-02,18:27:06,8,45,8291,Y,1,1,87,2,6,3,N
3067,2019-04-02,19:39:17,8,42,8015,N,1,1,59,2,9,4.5,N
3068,2019-04-02,8:22:25,8,42,8260,Y,1,1,39,1,4.25,4.25,N
3069,2019-04-02,8:22:25,8,42,8260,Y,1,5,76,1,3.5,3.5,N
3070,2019-04-02,15:15:24,8,45,8246,N,1,1,36,2,7.5,3.75,N
3071,2019-04-02,11:40:05,8,15,8043,Y,1,1,44,2,5,2.5,N
3072,2019-04-02,11:40:05,8,15,8043,Y,1,5,73,1,3.75,3.75,N
3073,2019-04-02,14:58:28,8,15,8040,Y,1,1,46,2,5,2.5,N
3074,2019-04-02,11:32:50,8,42,8062,Y,1,1,40,2,7.5,3.75,N
3075,2019-04-02,12:30:52,8,15,8411,N,1,1,50,2,5,2.5,N
3076,2019-04-02,19:14:55,8,42,8157,N,1,1,39,2,8.5,4.25,N
3077,2019-04-02,19:14:55,8,42,8157,N,1,5,70,1,3.25,3.25,N
3078,2019-04-02,16:24:06,8,42,8401,N,1,1,54,1,2.5,2.5,N
3079,2019-04-02,17:28:13,8,45,8016,Y,1,1,29,1,2.5,2.5,N
3080,2019-04-02,17:57:34,8,15,8145,N,1,1,51,1,3,3,N
3081,2019-04-02,15:40:55,8,42,8089,Y,1,1,23,2,5,2.5,N
3082,2019-04-02,19:36:55,8,45,8394,N,1,1,55,2,8,4,N
3083,2019-04-02,8:15:07,8,45,8289,Y,1,1,36,1,3.75,3.75,N
3084,2019-04-02,10:59:58,8,45,8260,N,1,1,32,1,3,3,N
3085,2019-04-02,14:01:23,8,45,8494,Y,1,1,46,1,2.5,2.5,N
3086,2019-04-02,17:14:19,8,45,8109,Y,1,1,55,1,4,4,N
3087,2019-04-02,10:47:07,8,42,8287,N,1,1,55,2,8,4,N
3088,2019-04-02,9:50:09,8,42,8112,Y,1,1,27,1,3.5,3.5,N
3089,2019-04-02,13:55:38,8,15,8169,N,1,1,23,1,2.5,2.5,N
3090,2019-04-02,13:55:38,8,15,8169,N,1,5,71,1,3.75,3.75,N
3091,2019-04-02,11:53:54,8,45,8229,N,1,1,59,2,9,4.5,N
3092,2019-04-02,15:36:29,8,45,8061,N,1,1,46,2,5,2.5,N
3093,2019-04-02,8:47:07,8,45,8159,Y,1,1,34,1,2.45,2.45,N
3094,2019-04-02,8:45:32,8,45,8497,N,1,1,51,2,6,3,N
3095,2019-04-02,14:39:18,8,15,8363,N,1,1,24,1,3,3,N
3096,2019-04-02,17:19:03,8,15,8381,N,1,1,54,1,2.5,2.5,N
3097,2019-04-02,17:39:44,8,45,8353,Y,1,1,36,2,7.5,3.75,N
3098,2019-04-02,12:28:59,8,42,8353,Y,1,1,35,2,6.2,3.1,N
3099,2019-04-02,18:47:28,8,45,8169,Y,1,1,30,2,6,3,N
3100,2019-04-02,9:11:57,8,42,8165,N,1,1,34,2,4.9,2.45,N
3101,2019-04-02,9:11:57,8,42,8165,N,1,5,72,1,3.25,3.25,N
3102,2019-04-02,17:12:17,8,42,8128,Y,1,1,42,1,2.5,2.5,N
3103,2019-04-02,11:44:32,8,15,8336,Y,1,1,44,1,2.5,2.5,N
3104,2019-04-02,16:30:45,8,45,8263,N,1,1,46,1,2.5,2.5,N
3105,2019-04-02,13:48:27,8,45,8224,N,1,1,26,2,6,3,N
3106,2019-04-02,13:48:27,8,45,8224,N,1,5,73,1,3.75,3.75,N
3107,2019-04-02,13:04:02,8,42,8477,Y,1,1,49,1,3,3,N
3108,2019-04-02,9:58:08,8,15,8249,N,1,1,50,2,5,2.5,N
3109,2019-04-02,9:42:51,8,42,8417,N,1,1,47,1,3,3,N
3110,2019-04-02,16:21:59,8,45,8336,Y,1,1,49,1,3,3,N
3111,2019-04-02,19:26:53,8,15,8492,N,1,1,23,2,5,2.5,N
3112,2019-04-02,9:55:37,8,45,8099,Y,1,1,41,2,8.5,4.25,N
3113,2019-04-02,16:50:14,8,45,8042,Y,1,1,25,1,2.2,2.2,N
3114,2019-04-02,19:48:49,8,42,8231,N,1,1,28,2,4,2,N
3115,2019-04-02,19:48:49,8,42,8231,N,1,5,75,1,3.5,3.5,N
3116,2019-04-02,10:20:04,8,15,8282,N,1,1,59,1,4.5,4.5,N
3117,2019-04-02,16:08:02,8,45,8066,Y,1,1,58,1,3.5,3.5,N
3118,2019-04-02,13:09:13,8,42,8274,N,1,1,37,2,6,3,N
3119,2019-04-02,13:02:53,8,15,8099,Y,1,1,47,2,6,3,N
3120,2019-04-02,15:06:24,8,45,8043,N,1,1,35,2,6.2,3.1,N
3121,2019-04-02,17:57:24,8,15,8389,N,1,1,48,1,2.5,2.5,N
3122,2019-04-02,13:37:01,8,45,8040,N,1,1,54,1,2.5,2.5,N
3123,2019-04-02,18:55:23,8,42,8338,N,1,1,54,1,2.5,2.5,N
3124,2019-04-02,14:35:27,8,45,8257,Y,1,1,46,2,5,2.5,N
3125,2019-04-02,11:19:42,8,45,8375,N,1,1,35,1,3.1,3.1,N
3126,2019-04-02,11:56:26,8,45,8479,Y,1,1,28,1,2,2,N
3127,2019-04-02,18:52:26,8,45,8191,N,1,1,30,2,6,3,N
3128,2019-04-02,15:41:09,8,45,8075,Y,1,1,52,1,2.5,2.5,N
3129,2019-04-02,15:41:09,8,45,8075,Y,1,5,69,1,3.25,3.25,N
3130,2019-04-02,14:11:47,8,15,8492,Y,1,1,38,2,7.5,3.75,N
3131,2019-04-02,14:11:47,8,15,8492,Y,1,5,77,1,3,3,N
3132,2019-04-02,17:13:15,8,15,8122,Y,1,1,44,2,5,2.5,N
3133,2019-04-02,17:27:26,8,15,8131,Y,1,1,30,1,3,3,N
3134,2019-04-02,12:41:28,8,15,8438,N,1,1,87,1,3,3,N
3135,2019-04-02,9:52:16,8,42,8178,Y,1,1,50,1,2.5,2.5,N
3136,2019-04-02,19:21:32,8,45,8049,N,1,1,60,1,3.75,3.75,N
3137,2019-04-02,12:01:49,8,42,8130,Y,1,1,27,1,3.5,3.5,N
3138,2019-04-02,12:21:38,8,42,8442,N,1,1,48,1,2.5,2.5,N
3139,2019-04-02,18:55:45,8,42,8162,Y,1,1,30,1,3,3,N
3140,2019-04-02,13:47:27,8,42,8454,Y,1,1,59,2,9,4.5,N
3141,2019-04-02,19:19:32,8,45,8007,N,1,1,40,2,7.5,3.75,N
3142,2019-04-02,19:35:14,8,42,8163,Y,1,1,40,1,3.75,3.75,N
3143,2019-04-02,13:25:02,8,42,8167,N,1,1,57,1,3.1,3.1,N
3144,2019-04-02,12:53:16,8,45,8179,Y,1,1,22,2,4,2,N
3145,2019-04-02,14:59:08,8,45,8249,N,1,1,30,1,3,3,N
3146,2019-04-02,11:10:42,8,15,8013,Y,1,1,58,2,7,3.5,N
3147,2019-04-02,16:39:22,8,42,8323,Y,1,1,57,2,6.2,3.1,N
3148,2019-04-02,14:37:44,8,15,8494,Y,1,1,52,2,5,2.5,N
3149,2019-04-02,12:46:27,8,15,8054,N,1,1,59,1,4.5,4.5,N
3150,2019-04-02,19:14:05,8,45,8437,N,1,1,44,1,2.5,2.5,N
3151,2019-04-02,8:14:48,8,45,8194,N,1,1,49,1,3,3,N
3152,2019-04-02,13:35:24,8,45,8150,Y,1,1,30,2,6,3,N
3153,2019-04-02,15:50:28,8,45,8394,N,1,1,46,2,5,2.5,N
3154,2019-04-02,17:07:45,8,45,8345,Y,1,1,46,2,5,2.5,N
3155,2019-04-02,11:16:31,8,15,8092,N,1,1,53,2,6,3,N
3156,2019-04-02,14:14:14,8,42,8041,N,1,1,44,2,5,2.5,N
3157,2019-04-02,13:28:24,8,42,8130,N,1,1,44,2,5,2.5,N
3158,2019-04-02,11:58:49,8,45,8102,N,1,1,35,2,6.2,3.1,N
3159,2019-04-02,11:58:49,8,45,8102,N,1,5,71,1,3.75,3.75,N
3160,2019-04-02,17:29:42,8,42,8152,N,1,1,44,1,2.5,2.5,N
3161,2019-04-02,17:29:42,8,42,8152,N,1,5,71,1,3.75,3.75,N
3162,2019-04-02,12:05:02,8,15,8164,N,1,1,61,2,9.5,4.75,N
3163,2019-04-02,10:02:04,8,15,8055,Y,1,1,58,1,3.5,3.5,N
3164,2019-04-02,10:02:40,8,45,8320,N,1,1,55,2,8,4,N
3165,2019-04-02,11:50:32,8,15,8219,N,1,1,33,1,3.5,3.5,N
3166,2019-04-02,13:04:57,8,15,8039,Y,1,1,41,2,8.5,4.25,N
3167,2019-04-02,11:15:26,8,15,8331,Y,1,1,46,1,2.5,2.5,N
3168,2019-04-02,14:19:05,8,45,8312,Y,1,1,50,1,2.5,2.5,N
3169,2019-04-02,10:55:35,8,15,8340,N,1,1,48,1,2.5,2.5,N
3170,2019-04-02,12:32:19,8,42,8326,N,1,1,57,1,3.1,3.1,N
3171,2019-04-02,12:31:40,8,42,8317,Y,1,1,50,1,2.5,2.5,N
3172,2019-04-02,8:46:52,8,42,8019,Y,1,1,26,2,6,3,N
3173,2019-04-02,9:36:26,8,42,8214,N,1,1,87,1,3,3,N
3174,2019-04-02,12:04:10,8,45,8165,N,1,1,24,1,3,3,N
3175,2019-04-02,12:04:10,8,45,8165,N,1,5,69,1,3.25,3.25,N
3176,2019-04-02,18:57:01,8,42,8375,N,1,1,51,1,3,3,N
3177,2019-04-02,16:35:54,8,42,8187,Y,1,1,49,2,6,3,N
3178,2019-04-02,15:02:40,8,15,8255,N,1,1,45,2,6,3,N
3179,2019-04-02,14:48:12,8,45,8063,Y,1,1,26,1,3,3,N
3180,2019-04-02,14:48:12,8,45,8063,Y,1,5,79,1,3.75,3.75,N
3181,2019-04-02,19:10:41,8,42,8100,N,1,1,37,1,3,3,N
3182,2019-04-02,11:42:16,8,42,8202,Y,1,1,87,1,3,3,N
3183,2019-04-02,10:55:38,8,45,8032,N,1,1,61,2,9.5,4.75,N
3184,2019-04-02,10:55:38,8,45,8032,N,1,5,69,1,3.25,3.25,N
3185,2019-04-02,8:49:56,8,15,8137,N,1,1,34,1,2.45,2.45,N
3186,2019-04-02,10:09:38,8,45,8117,N,1,1,39,2,8.5,4.25,N
3187,2019-04-02,8:09:11,8,45,8093,N,1,1,24,1,3,3,N
3188,2019-04-02,8:57:23,8,45,8374,Y,1,1,40,2,7.5,3.75,N
3189,2019-04-02,9:26:16,8,42,8396,N,1,1,28,2,4,2,N
3190,2019-04-02,18:24:23,8,45,8047,Y,1,1,34,2,4.9,2.45,N
3191,2019-04-02,16:11:57,8,15,8382,Y,1,1,26,2,6,3,N
3192,2019-04-02,9:18:06,8,15,8446,Y,1,1,38,2,7.5,3.75,N
3193,2019-04-02,15:06:34,8,15,8466,Y,1,1,42,1,2.5,2.5,N
3194,2019-04-02,19:35:31,8,42,8373,Y,1,1,49,2,6,3,N
3195,2019-04-02,18:23:32,8,42,8044,N,1,1,33,2,7,3.5,N
3196,2019-04-02,8:23:15,8,15,8076,N,1,1,26,1,3,3,N
3197,2019-04-02,9:44:30,8,45,8268,Y,1,1,55,2,8,4,N
3198,2019-04-02,14:08:34,8,45,8291,Y,1,1,56,1,2.55,2.55,N
3199,2019-04-02,15:32:44,8,42,8358,Y,1,1,45,2,6,3,N
3200,2019-04-02,12:58:38,8,42,8084,Y,1,1,26,2,6,3,N
3201,2019-04-02,14:07:37,8,42,8479,N,1,1,34,2,4.9,2.45,N
3202,2019-04-02,14:07:37,8,42,8479,N,1,5,76,1,3.5,3.5,N
3203,2019-04-02,12:58:57,8,42,8191,Y,1,1,35,1,3.1,3.1,N
3204,2019-04-02,16:17:40,8,15,8175,N,1,1,50,1,2.5,2.5,N
3205,2019-04-02,17:35:11,8,45,8324,N,1,1,60,2,7.5,3.75,N
3206,2019-04-02,17:34:05,8,45,8483,Y,1,1,28,2,4,2,N
3207,2019-04-02,18:01:51,8,15,8352,Y,1,1,27,2,7,3.5,N
3208,2019-04-02,18:31:49,8,45,8429,N,1,1,33,2,7,3.5,N
3209,2019-04-02,18:31:49,8,45,8429,N,1,5,70,1,3.25,3.25,N
3210,2019-04-02,13:56:44,8,15,8022,N,1,1,48,1,2.5,2.5,N
3211,2019-04-02,11:55:36,8,15,8227,Y,1,1,43,1,3,3,N
3212,2019-04-02,19:22:09,8,45,8297,N,1,1,87,2,6,3,N
3213,2019-04-02,19:22:09,8,45,8297,N,1,5,73,1,3.75,3.75,N
3214,2019-04-02,14:35:12,8,45,8237,Y,1,1,36,2,7.5,3.75,N
3215,2019-04-02,14:41:24,8,42,8002,N,1,1,51,2,6,3,N
3216,2019-04-02,19:37:22,8,42,8251,N,1,1,29,2,5,2.5,N
3217,2019-04-02,19:37:22,8,42,8251,N,1,5,70,1,3.25,3.25,N
3218,2019-04-02,11:34:44,8,45,8195,Y,1,1,43,1,3,3,N
3219,2019-04-02,16:13:06,8,45,8184,N,1,1,22,1,2,2,N
3220,2019-04-02,17:11:46,8,15,8297,Y,1,1,41,2,8.5,4.25,N
3221,2019-04-02,12:26:18,8,45,8029,Y,1,1,28,1,2,2,N
3222,2019-04-02,19:19:55,8,15,8169,N,1,1,37,2,6,3,N
3223,2019-04-02,15:54:43,8,42,8030,Y,1,1,28,2,4,2,N
3224,2019-04-02,13:14:36,8,42,8096,Y,1,1,35,1,3.1,3.1,N
3225,2019-04-02,19:19:29,8,45,8279,Y,1,1,52,2,5,2.5,N
3226,2019-04-02,17:13:53,8,45,8193,N,1,1,43,1,3,3,N
3227,2019-04-02,13:07:27,8,15,8390,Y,1,1,55,2,8,4,N
3228,2019-04-02,11:45:06,8,15,8314,N,1,1,57,1,3.1,3.1,N
3229,2019-04-02,18:37:49,8,42,8153,N,1,1,32,1,3,3,N
3230,2019-04-02,16:30:37,8,15,8282,Y,1,1,53,2,6,3,N
3231,2019-04-02,10:43:58,8,15,8087,Y,1,1,59,1,4.5,4.5,N
3232,2019-04-02,11:31:34,8,45,8180,N,1,1,34,2,4.9,2.45,N
3233,2019-04-02,18:42:55,8,45,8106,N,1,1,41,2,8.5,4.25,N
3234,2019-04-02,17:10:24,8,15,8323,Y,1,1,55,2,8,4,N
3235,2019-04-02,12:59:43,8,15,8137,N,1,1,57,1,3.1,3.1,N
3236,2019-04-02,8:21:32,8,15,8017,Y,1,1,38,2,7.5,3.75,N
3237,2019-04-02,17:14:40,8,45,8307,Y,1,1,36,2,7.5,3.75,N
3238,2019-04-02,9:33:57,8,42,8258,N,1,1,23,2,5,2.5,N
3239,2019-04-02,11:37:21,8,42,8041,Y,1,1,25,1,2.2,2.2,N
3240,2019-04-02,17:39:25,8,45,8156,N,1,1,32,2,6,3,N
3241,2019-04-02,17:39:25,8,45,8156,N,1,5,69,1,3.25,3.25,N
3242,2019-04-02,11:40:12,8,45,8392,Y,1,1,45,2,6,3,N
3243,2019-04-02,8:13:24,8,42,8188,N,1,1,27,1,3.5,3.5,N
3244,2019-04-02,16:34:01,8,45,8344,Y,1,1,43,1,3,3,N
3245,2019-04-02,19:37:08,8,45,8161,Y,1,1,35,1,3.1,3.1,N
3246,2019-04-02,19:37:08,8,45,8161,Y,1,5,79,1,3.75,3.75,N
3247,2019-04-02,17:24:06,8,45,8192,N,1,1,43,1,3,3,N
3248,2019-04-02,17:24:06,8,45,8192,N,1,5,69,1,3.25,3.25,N
